ID_Prov,Coord_X,Coord_Y,Coord_PortX,Coord_PortY,Land_PPort,Land_PSize,Land_PRad,Land_Soil,Land_Heat,Land_Rain,Land_Inundation,
3183.500,1503.500,3183.000,1478.500,25.005,217,8.321,0.731,18.896,0.241,0.052,3183.000,
1465.000,3180.500,1462.500,3.536,475,12.307,0.715,22.350,0.116,0.025,3193.000,1638.500,
3584.000,1322.000,503.044,492,12.521,0.758,9.039,0.453,0.017,3193.000,1551.500,3192.000,
1552.500,1.414,78,5.014,0.668,17.983,0.500,0.266,2686.000,1814.500,3436.000,1445.000,
836.080,98,5.592,0.823,13.730,0.500,0.281,3637.000,1383.000,3642.000,1388.000,7.071,
16026,71.425,0.145,0.382,0.261,4264.000,1500.000,3719.000,1349.000,565.532,178,7.544,
0.821,18.012,0.602,0.568,3120.500,1487.500,3751.000,1284.000,662.527,57,4.284,0.734,
19.627,0.099,0.173,3060.000,1508.000,3059.500,1509.500,1.581,101,5.671,0.660,18.459,
0.348,0.023,2502.000,1497.500,2485.500,1490.000,18.125,571,13.491,0.780,17.679,0.350,
0.092,5582.000,961.000,5582.000,959.000,2.000,30,3.090,0.714,24.191,1.000,0.000,
4706.000,492.000,4707.500,492.000,1.500,245,8.847,0.857,17.871,0.350,0.035,3514.000,
2050.000,4037.000,1339.000,882.638,259,9.092,0.926,0.819,0.500,0.075,3189.000,1748.000,
3188.000,1747.000,1.414,21,2.602,0.739,12.075,0.500,0.190,2795.500,1759.500,4140.000,
1236.000,1442.821,82,5.139,0.752,11.740,0.504,0.159,2794.500,1744.000,4049.000,1223.000,
1358.386,107,5.846,0.860,14.766,0.552,0.096,2780.000,1751.500,4151.000,1173.000,1488.054,
89,5.324,0.890,15.301,0.644,0.632,2822.000,1755.500,2831.000,1749.000,11.102,88,
5.294,0.944,17.155,0.503,0.449,2770.500,1820.500,4089.000,1189.000,1461.928,26,2.902,
0.881,12.354,0.500,0.288,2817.000,1883.000,4118.000,1056.000,1541.600,113,6.012,0.817,
12.106,0.500,0.214,2827.000,1813.000,4173.000,983.000,1581.334,171,7.388,0.779,9.562,
0.569,0.010,2784.000,1897.000,4248.000,914.000,1763.402,30,3.118,0.935,12.264,0.500,
0.186,2803.500,1907.500,4320.000,877.000,1833.495,37,3.476,0.901,12.116,0.500,0.348,
2989.000,2006.000,2990.500,2004.500,2.121,66,4.593,0.766,9.421,0.500,0.223,2848.500,
1766.000,2845.500,1761.000,5.831,52,4.071,0.672,12.115,0.869,0.231,2746.500,1798.000,
4553.000,841.000,2044.331,45,3.801,0.871,11.622,0.508,0.000,2775.000,1902.500,2769.500,
1906.000,6.519,5,1.311,1.000,12.662,0.500,0.467,2795.000,1817.000,4449.000,928.000,
1877.774,76,4.944,0.893,9.826,0.500,0.007,2902.000,1862.500,4497.000,1023.000,1802.439,
115,6.059,0.818,9.967,0.500,0.075,2803.000,1826.500,4340.000,951.000,1768.861,111,
5.959,0.846,9.933,0.500,0.000,2821.500,1833.000,4294.000,1026.000,1679.138,135,6.579,
0.736,9.308,0.500,0.000,2752.000,1847.000,4282.000,1090.000,1707.029,77,4.955,0.714,
10.641,0.503,0.095,2745.000,1835.000,4369.000,1079.000,1791.344,46,3.862,0.714,11.502,
0.500,0.011,2777.000,1891.500,4261.000,1139.000,1663.885,59,4.340,0.688,12.579,0.500,
0.368,2773.000,1843.000,4222.000,1183.000,1592.231,3,1.090,0.918,12.682,0.500,0.444,
2792.000,1839.000,4341.000,1172.000,1686.502,116,6.084,0.787,10.947,0.500,0.005,2758.000,
1848.000,4393.000,1150.000,1777.760,122,6.241,0.754,10.798,0.500,0.044,2744.000,1854.500,
4475.000,1134.000,1874.962,49,3.972,0.824,12.622,0.500,0.580,2771.500,1871.000,4379.000,
1241.000,1726.545,52,4.076,0.803,10.973,0.500,0.201,2744.000,1830.000,4359.000,1316.000,
1694.822,13,2.082,0.714,12.077,0.500,0.038,2727.500,1902.500,2723.000,1905.500,5.408,
74,4.874,0.820,13.280,0.500,0.546,2734.000,1886.500,2729.000,1893.000,8.201,70,
4.740,0.698,12.712,0.500,0.457,2789.000,1852.000,4563.000,1513.000,1806.100,48,3.937,
0.728,9.866,0.500,0.000,2753.500,1784.000,4570.000,1584.000,1827.477,146,6.828,0.652,
7.973,0.685,0.053,2663.000,1708.000,4543.000,1641.000,1881.194,55,4.218,0.726,10.626,
0.600,0.000,2752.000,1741.000,4683.000,1585.000,1937.291,32,3.214,0.507,8.353,0.643,
0.119,2764.000,1752.500,4665.000,1646.000,1903.981,49,3.957,0.693,15.025,0.500,0.348,
2818.500,1744.000,2828.500,1743.500,10.012,67,4.642,0.902,17.941,0.500,0.387,2833.000,
1705.000,4852.000,1849.000,2024.129,91,5.407,0.732,14.625,0.501,0.116,2799.000,1724.500,
2797.000,1722.500,2.828,20,2.562,0.987,17.626,0.500,0.745,2617.000,1725.500,2614.500,
1728.500,3.905,163,7.225,0.854,15.408,0.660,0.043,2733.000,1740.000,5126.000,2050.000,
2412.996,116,6.079,0.647,5.788,0.637,0.000,2691.500,1738.000,5035.000,1952.000,2353.251,
262,9.148,0.672,10.135,0.504,0.005,2664.000,1765.500,4940.000,1989.000,2286.947,130,
6.442,0.738,12.936,0.570,0.026,2654.000,1718.000,4926.000,1862.000,2276.559,84,5.198,
0.610,11.596,0.596,0.000,2652.000,1806.500,4828.000,1762.000,2176.455,72,4.802,0.836,
13.042,0.500,0.199,2681.500,1825.500,4829.000,1695.000,2151.461,57,4.283,0.857,13.563,
0.500,0.575,2611.000,1790.000,2602.000,1788.500,9.124,137,6.616,0.826,14.574,0.500,
0.454,2740.000,1777.500,4631.000,1518.000,1908.722,82,5.114,0.787,9.344,0.608,0.095,
2768.000,1760.000,4715.000,1511.000,1962.858,70,4.743,0.653,9.872,0.687,0.219,2958.000,
1913.000,2945.500,1927.500,19.144,97,5.559,0.894,10.209,0.500,0.054,2930.000,1706.500,
2926.000,1700.500,7.211,73,4.849,0.797,11.341,0.700,0.187,3072.000,1909.000,4530.000,
1336.000,1566.554,443,11.886,0.630,7.345,0.500,0.077,3070.000,1877.500,4450.000,1259.000,
1512.264,262,9.149,0.456,9.686,0.500,0.234,3041.000,1882.000,4504.000,1217.000,1607.045,
143,6.768,0.421,9.618,0.500,0.194,2937.000,1701.000,4609.000,1328.000,1713.100,74,
4.879,0.773,12.342,0.774,0.208,2956.000,1710.500,4583.000,1231.000,1696.187,152,6.966,
0.591,8.449,0.691,0.012,3014.000,1752.500,4545.000,1126.000,1654.226,125,6.313,0.747,
9.511,0.500,0.024,2970.000,1633.000,2971.000,1630.000,3.162,147,6.858,0.734,16.052,
0.553,0.242,3090.000,1788.500,4666.000,1023.000,1752.075,306,9.880,0.840,12.106,0.500,
0.051,2971.500,1676.500,4639.000,907.000,1836.488,144,6.772,0.466,10.665,0.504,0.202,
3089.000,1676.000,3088.000,1674.500,1.803,52,4.071,0.649,16.937,0.500,0.456,2871.000,
1746.500,2870.500,1747.000,0.707,170,7.368,0.633,10.411,0.829,0.144,2970.500,1760.000,
4806.000,1018.000,1979.804,395,11.216,0.708,11.683,0.502,0.000,3000.500,1781.500,4967.000,
952.000,2134.290,263,9.167,0.737,8.386,0.500,0.000,2969.500,1818.000,5051.000,822.000,
2307.522,180,7.586,0.804,8.947,0.500,0.021,2552.000,1591.500,2552.500,1591.000,0.707,
8,1.664,0.524,18.036,0.500,0.471,2620.000,1665.000,4632.000,817.000,2183.403,195,
7.885,0.804,12.111,0.500,0.027,2576.500,1718.500,2578.000,1720.000,2.121,102,5.702,
0.500,13.293,0.687,0.069,2624.000,1859.000,2639.000,1855.500,15.403,116,6.093,0.856,
13.678,0.500,0.440,2581.000,1853.000,2581.000,1850.500,2.500,139,6.653,0.866,13.876,
0.691,0.247,2570.000,1883.000,2572.500,1889.000,6.500,117,6.106,0.830,13.372,0.766,
0.242,2872.000,1606.500,2875.500,1606.000,3.536,75,4.887,0.725,17.832,0.499,0.385,
2830.000,1726.500,4967.000,352.000,2540.870,48,3.940,0.665,14.577,0.531,0.000,2802.000,
1711.000,2802.000,1710.000,1.000,17,2.339,0.857,18.100,0.500,0.539,2598.500,1957.000,
2602.500,1957.000,4.000,96,5.546,0.821,9.983,0.642,0.070,2533.000,2002.000,2536.500,
2002.500,3.536,178,7.541,0.286,12.442,0.919,0.211,1113.500,1455.000,1113.500,1450.500,
4.500,355,10.635,0.832,21.039,0.525,0.233,1137.000,1516.500,4385.000,664.000,3358.014,
566,13.430,0.773,18.036,0.700,0.069,2658.000,1702.000,4497.000,756.000,2068.051,89,
5.332,0.526,8.550,0.631,0.000,2590.500,1715.000,2590.000,1719.500,4.528,162,7.199,
0.686,14.125,0.608,0.076,2529.000,1688.000,4823.000,150.000,2761.862,215,8.277,0.503,
13.772,0.568,0.053,2514.000,1634.000,5297.000,388.000,3049.197,155,7.032,0.755,18.156,
0.500,0.039,2944.500,1690.000,2941.500,1691.000,3.162,60,4.406,0.833,13.534,0.736,
0.218,2976.500,1626.000,2975.500,1626.500,1.118,180,7.579,0.771,15.735,0.500,0.306,
3001.000,1707.500,5414.000,426.000,2732.181,180,7.577,0.674,9.697,0.500,0.000,3066.000,
1704.000,3067.000,1702.500,1.803,64,4.547,0.806,14.110,0.500,0.114,2811.000,1935.000,
2821.500,1935.500,10.512,41,3.616,0.740,11.227,0.500,0.444,3035.000,1859.000,5259.000,
613.000,2549.253,341,10.422,0.743,10.206,0.500,0.063,3024.543,1986.951,3017.500,1990.000,
7.675,241,8.765,0.898,7.216,0.500,0.035,3164.500,1778.000,3137.500,1775.500,27.115,
381,11.027,0.704,12.269,0.499,0.275,2976.500,1985.000,2976.000,1990.500,5.523,102,
5.710,0.921,8.673,0.500,0.174,3051.500,1818.000,5368.000,903.000,2490.662,481,12.381,
1.000,10.209,0.500,0.048,3008.500,1631.500,3019.500,1622.000,14.534,71,4.773,0.748,
17.971,0.500,0.268,3044.000,1629.500,3045.500,1631.000,2.121,50,4.013,0.714,14.348,
0.500,0.041,2958.000,1627.500,2957.000,1626.500,1.414,34,3.302,0.714,18.203,0.631,
0.148,3144.000,1689.000,3142.500,1690.000,1.803,9,1.764,0.505,14.422,0.540,0.147,
3071.000,1622.000,4929.000,1430.000,1867.894,127,6.376,0.808,16.721,0.500,0.160,3078.000,
1609.000,3067.000,1604.500,11.885,99,5.615,0.714,16.643,0.560,0.136,3241.000,1628.000,
4898.000,1676.000,1657.695,278,9.411,0.739,16.177,0.500,0.305,3192.500,1670.000,5020.000,
1813.000,1833.086,269,9.265,0.800,11.880,0.500,0.052,3264.000,1657.000,5172.000,1910.000,
1924.701,228,8.536,0.750,7.625,0.500,0.061,3212.000,1624.000,5258.000,2017.000,2083.402,
232,8.609,0.720,11.395,0.500,0.095,3291.500,1631.000,5529.000,2135.000,2293.561,298,
9.752,0.804,10.228,0.506,0.083,3337.000,1632.000,5554.000,2036.000,2253.509,340,10.418,
0.895,9.160,0.407,0.164,3104.000,1673.500,3100.500,1672.000,3.808,119,6.177,0.860,
16.780,0.500,0.320,3161.500,1683.500,3149.500,1692.000,14.705,194,7.874,0.571,11.467,
0.505,0.113,2767.000,1787.000,3316.000,919.000,1027.047,65,4.563,0.564,7.202,0.788,
0.026,3286.500,1683.000,3283.500,1683.500,3.041,135,6.560,0.478,6.612,0.526,0.089,
2951.000,1747.000,3453.000,866.000,1013.985,147,6.854,0.905,12.876,0.500,0.078,1435.500,
1574.000,1432.500,1571.000,4.243,126,6.337,0.623,17.843,0.700,0.327,1454.000,1656.000,
1454.000,1652.500,3.500,158,7.113,0.590,12.579,0.700,0.220,1358.500,1531.500,3531.000,
1004.000,2235.624,328,10.233,0.590,18.036,0.700,0.092,1328.000,1625.500,3449.000,705.000,
2312.133,694,14.871,0.452,12.940,0.700,0.001,1212.500,1484.000,1206.500,1478.000,8.485,
227,8.505,0.579,20.325,1.000,0.702,1296.500,1492.000,1296.000,1487.000,5.025,314,
10.001,0.458,18.169,0.753,0.269,1185.000,1515.500,3226.000,664.000,2211.500,748,15.433,
0.775,18.036,0.700,0.203,1574.000,1743.000,1576.000,1739.500,4.031,298,9.740,0.657,
6.437,0.700,0.331,1428.000,1712.500,3098.000,442.000,2098.349,289,9.593,0.846,8.156,
0.500,0.231,1082.500,1679.000,2945.000,417.000,2249.789,1179,19.373,0.688,7.629,0.500,
0.083,1072.500,1498.500,2825.000,543.000,1996.055,1293,20.294,0.924,18.060,0.500,0.027,
1316.500,1752.500,2786.000,721.000,1795.389,514,12.804,0.933,6.052,0.500,0.293,1079.000,
1431.500,2785.000,869.000,1796.341,1327,20.559,0.717,20.806,0.485,0.050,888.000,1720.000,
2757.000,974.000,2012.381,1006,17.901,0.833,3.500,0.396,0.022,813.000,1723.500,2717.000,
1057.000,2017.285,1041,18.211,0.807,6.172,0.403,0.024,815.000,1523.000,806.000,1523.000,
9.000,398,11.268,0.794,16.752,0.314,0.155,971.000,1378.500,968.000,1377.500,3.162,
460,12.108,0.787,21.686,0.569,0.234,1051.500,1307.500,2354.000,1158.000,1311.052,180,
7.570,0.782,20.536,0.636,0.022,1011.000,1351.000,2305.000,1283.000,1295.785,542,13.137,
0.739,17.289,0.501,0.012,1081.500,1295.000,2331.000,1400.000,1253.904,144,6.774,0.714,
21.207,0.556,0.027,1084.000,1310.000,2387.000,1486.000,1314.833,62,4.474,0.752,14.550,
0.572,0.992,1211.000,1264.500,2456.000,1549.000,1277.092,280,9.454,0.643,23.069,1.000,
0.024,1307.000,1254.500,1303.500,1258.000,4.950,528,12.967,0.632,26.910,1.000,0.287,
1192.500,1293.000,1192.500,1302.000,9.000,303,9.822,0.814,26.217,0.999,0.820,1428.000,
1091.500,1423.500,1090.500,4.610,536,13.065,0.572,25.824,0.991,0.189,1506.000,1019.500,
2524.000,2087.000,1475.087,3935,35.395,0.618,26.666,1.000,0.028,1483.000,1128.000,2365.000,
2121.000,1328.146,1383,20.985,0.635,25.915,0.975,0.300,1468.500,1085.000,2416.000,2042.000,
1346.702,3482,33.296,0.572,24.202,0.948,0.142,1657.000,1097.000,2361.000,1947.000,1103.683,
3073,31.279,0.422,23.407,0.979,0.059,1628.500,1126.000,2243.000,2203.000,1239.976,1464,
21.594,0.387,23.880,0.983,0.125,1644.000,1171.500,1645.000,1175.000,3.640,606,13.900,
0.575,26.858,0.765,0.178,1772.000,1097.500,1771.500,1100.000,2.550,522,12.901,0.730,
27.690,1.000,0.261,1828.500,1066.000,1828.500,1072.500,6.500,456,12.056,0.548,27.322,
1.000,0.317,1826.000,980.000,1825.500,982.500,2.550,706,14.994,0.769,28.332,1.000,
0.421,2087.000,889.000,2092.000,887.500,5.220,580,13.594,0.689,25.924,0.715,0.088,
1764.500,588.500,1370.000,1967.000,1433.838,2317,27.158,0.702,21.667,0.954,0.298,1649.000,
339.000,1653.000,335.000,5.657,62,4.452,0.884,15.312,0.350,0.205,1576.000,185.000,
1578.000,185.000,2.000,44,3.783,0.895,10.341,0.350,0.019,1440.500,1737.500,1407.000,
2196.000,459.722,172,7.408,0.858,6.917,0.500,0.396,1735.000,1103.500,1735.000,1107.500,
4.000,596,13.776,0.696,27.346,1.000,0.256,1452.000,781.000,1444.500,782.000,7.566,
323,10.142,0.592,17.014,0.147,0.089,3220.000,745.500,1626.000,1724.000,1870.374,412,
11.455,0.555,23.643,0.804,0.005,1254.000,1661.000,1795.000,1878.000,582.898,712,15.063,
0.888,12.081,0.509,0.619,1134.500,1678.500,1760.000,1741.000,628.615,503,12.664,1.000,
10.001,0.500,0.202,2612.000,1198.000,1862.000,1788.000,954.254,604,13.869,0.563,26.585,
0.500,0.278,2706.000,1134.000,1895.000,1910.000,1122.451,187,7.719,0.687,26.137,0.700,
0.005,2592.000,1272.000,2028.000,1929.000,865.878,139,6.655,0.531,26.957,0.350,0.069,
2490.000,1212.000,2258.000,2051.000,870.485,251,8.945,0.698,26.184,0.500,0.106,2390.000,
1268.000,2377.000,1257.000,17.029,219,8.350,0.731,24.779,0.350,0.285,2439.000,1365.000,
1497.000,1642.000,981.882,16,2.305,0.414,22.980,0.189,0.050,2499.000,1222.000,1462.000,
1574.000,1095.113,431,11.723,0.684,26.230,0.500,0.102,2755.000,1135.000,1417.000,1500.000,
1386.892,785,15.812,0.590,25.483,0.700,0.065,2628.000,1100.000,2642.000,1096.000,14.560,
145,6.797,0.561,27.016,0.648,0.193,2784.546,978.371,2780.901,977.468,3.755,158,
7.114,0.714,27.154,1.000,0.466,2804.500,955.000,2790.500,964.000,16.643,206,8.115,
0.722,26.725,0.933,0.341,2840.000,800.000,2839.000,803.000,3.162,242,8.780,0.706,
22.048,0.383,0.240,3189.000,782.500,1255.000,1465.000,2050.893,409,11.412,0.756,21.768,
0.668,0.334,2515.000,1670.000,1163.000,1442.000,1371.090,198,7.957,0.430,14.838,0.646,
0.062,2811.000,1815.500,1143.000,1366.000,1727.505,52,4.097,0.841,10.017,0.500,0.050,
2865.000,1805.500,1186.000,1326.000,1746.128,213,8.243,0.747,9.060,0.531,0.037,2725.500,
1836.000,1237.000,1391.000,1553.595,91,5.404,0.765,10.573,0.671,0.055,2727.000,1730.500,
1311.000,1360.000,1463.669,52,4.074,0.830,13.457,0.500,0.029,2766.000,1734.500,2767.500,
1732.500,2.500,41,3.630,0.704,14.768,0.506,0.178,2564.000,1922.500,2564.000,1920.500,
2.000,16,2.269,0.857,13.499,0.785,0.162,2742.000,1594.000,1400.000,1185.000,1402.942,
378,10.972,0.761,17.591,0.497,0.291,2623.000,1527.000,1479.000,1298.000,1166.695,309,
9.920,0.855,17.584,0.325,0.002,1445.000,1974.000,1439.000,1976.500,6.500,1997,25.216,
0.438,0.500,0.456,3337.000,647.000,1380.000,1319.000,2069.162,1719,23.395,0.652,20.103,
0.605,0.025,3420.000,762.000,3418.000,759.000,3.606,352,10.588,0.650,24.422,1.000,
0.217,3841.500,1181.000,1617.000,1196.000,2224.551,136,6.587,0.722,26.126,0.683,0.123,
3404.500,793.500,3420.000,795.000,15.572,411,11.438,0.678,24.648,0.962,0.281,2611.000,
1568.000,1696.000,1194.000,988.484,148,6.872,0.845,16.753,0.495,0.099,2679.000,1549.000,
1662.000,1260.000,1057.265,196,7.900,0.856,17.209,0.369,0.004,2862.000,1400.000,1519.000,
1353.000,1343.822,34,3.306,0.607,21.597,0.000,0.024,2478.000,1173.000,6.000,6.000,
2733.619,199,7.965,0.714,24.664,0.802,0.005,3010.500,1521.500,3012.000,1521.500,1.500,
279,9.435,0.738,18.307,0.325,0.006,3390.000,720.500,1762.000,1140.000,1681.179,483,
12.405,0.528,20.379,1.000,0.222,3361.000,672.000,1850.000,1099.000,1570.175,580,13.591,
0.549,18.446,0.689,0.033,3750.000,2119.000,1905.000,1021.000,2147.005,1852,24.286,0.366,
0.500,0.521,5543.500,1886.000,5539.500,1886.500,4.031,210,8.188,0.471,4.722,0.682,
0.002,2927.000,1867.000,2102.000,837.000,1319.669,126,6.340,0.768,10.206,0.500,0.033,
2492.000,1521.000,2491.000,1522.500,1.803,427,11.662,0.852,18.004,0.356,0.366,2552.500,
1586.000,2553.000,1585.500,0.707,10,1.804,0.714,17.618,0.500,0.353,2590.500,1575.000,
2590.500,1575.500,0.500,15,2.222,0.551,17.867,0.350,0.379,2613.000,1521.000,1847.000,
483.000,1290.039,461,12.115,0.752,18.590,0.280,0.017,1506.000,1316.000,1508.500,1318.500,
3.536,262,9.137,0.714,25.775,0.885,0.205,1484.500,1294.500,1487.000,1293.500,2.693,
154,7.021,0.589,26.956,0.960,0.335,1554.000,1298.000,1551.000,1296.500,3.354,308,
9.908,0.677,25.778,0.842,0.360,1421.000,1337.500,1422.000,1333.000,4.610,500,12.627,
0.624,26.123,0.702,0.297,1354.000,1372.000,1355.000,1374.000,2.236,223,8.430,0.745,
25.523,0.773,0.370,2538.000,1216.000,1453.000,311.000,1412.887,262,9.142,0.617,26.877,
0.500,0.454,2436.000,1200.000,1463.000,483.000,1208.643,291,9.630,0.694,26.643,0.663,
0.003,2720.000,1368.000,1492.000,629.000,1433.215,181,7.611,0.182,21.921,0.090,0.000,
2671.000,1209.000,1469.000,727.000,1295.040,454,12.026,0.715,26.912,0.500,0.111,2839.000,
1300.000,1374.000,825.000,1540.081,42,3.694,0.909,23.267,0.032,0.021,2768.000,1211.000,
1348.000,945.000,1444.699,140,6.699,0.714,24.841,0.500,0.007,2631.000,1448.000,1347.000,
1055.000,1342.797,39,3.545,0.836,22.088,0.000,0.077,2638.000,1474.000,1392.000,1115.000,
1296.687,22,2.686,0.179,20.739,0.075,0.067,2768.000,1083.000,2767.500,1079.500,3.536,
113,6.023,0.611,27.271,1.000,0.397,2710.000,1123.000,1164.000,1217.000,1548.855,89,
5.335,0.713,26.657,0.753,0.022,2734.000,1146.000,2742.000,1144.000,8.246,279,9.441,
0.557,27.034,0.700,0.137,2759.000,1090.000,964.000,1283.000,1805.346,344,10.477,0.677,
27.239,1.000,0.126,2758.000,1182.000,916.000,1424.000,1857.829,132,6.505,0.582,24.173,
0.532,0.238,2771.000,1195.000,863.000,1379.000,1916.852,208,8.137,0.531,24.575,0.500,
0.250,2711.000,1198.000,770.000,1507.000,1965.442,596,13.781,0.590,25.814,0.512,0.242,
2805.000,1151.000,692.000,1614.000,2163.132,537,13.081,0.713,25.703,0.678,0.070,2789.000,
1128.000,645.000,1717.000,2223.434,366,10.802,0.733,26.785,0.726,0.169,2965.500,940.000,
635.000,1812.000,2488.295,523,12.906,0.714,24.703,1.000,0.032,2777.000,1222.000,543.000,
1900.000,2334.618,49,3.964,0.714,25.292,0.500,0.000,2851.000,1197.000,287.000,2005.000,
2688.301,421,11.577,0.597,25.129,0.500,0.369,2745.000,1101.000,442.000,2001.000,2472.612,
274,9.350,0.755,26.924,1.000,0.298,2840.000,931.000,52.000,2128.000,3034.098,474,
12.296,0.617,24.641,0.700,0.040,2839.000,1226.000,2372.000,1799.000,739.201,278,9.412,
0.631,24.750,0.350,0.045,3266.500,842.000,3267.000,843.500,1.581,281,9.469,0.744,
25.022,0.578,0.206,3245.500,926.500,3248.500,926.000,3.041,55,4.217,0.727,26.961,
0.682,0.000,3304.000,1004.500,3304.500,1003.000,1.581,137,6.626,0.651,29.116,0.426,
0.167,3201.000,1123.000,2200.000,1685.000,1147.974,478,12.341,0.689,18.574,0.908,0.000,
3229.000,1139.000,2036.000,1583.000,1272.943,272,9.320,0.668,16.660,0.728,0.092,3227.000,
1168.000,1887.000,1660.000,1427.468,490,12.489,0.642,17.631,0.749,0.148,3244.000,1224.000,
1576.000,1618.000,1713.902,180,7.578,0.415,18.885,0.500,0.040,3248.000,1254.000,3251.500,
1255.500,3.808,316,10.030,0.729,27.272,0.352,0.015,3133.000,1251.500,1662.000,1507.000,
1493.024,373,10.904,0.612,26.157,0.350,0.386,3164.000,1220.000,1727.000,1625.000,1492.982,
578,13.567,0.644,25.112,0.446,0.464,3313.000,1185.000,3316.000,1184.000,3.162,169,
7.337,0.377,28.610,0.350,0.049,3281.000,1186.000,1743.000,1361.000,1547.924,302,9.808,
0.744,27.741,0.396,0.185,3283.000,1147.000,1827.000,1203.000,1457.077,204,8.078,0.701,
18.511,0.564,0.050,3234.000,1184.000,2002.000,1081.000,1236.298,255,9.014,0.595,17.141,
0.698,0.145,3172.000,786.000,2208.000,1502.000,1200.813,533,13.029,0.710,20.251,0.545,
0.200,3151.000,769.500,2176.000,1146.000,1045.169,496,12.568,0.550,21.243,0.605,0.033,
3109.500,580.500,2042.000,1414.000,1354.355,1929,24.780,0.805,18.627,0.515,0.009,3097.000,
499.000,3098.000,497.000,2.236,346,10.502,0.789,18.242,0.586,0.081,2910.000,518.000,
2906.500,518.000,3.500,668,14.585,0.429,17.954,0.190,0.024,2849.500,675.000,2846.500,
674.000,3.162,912,17.040,0.644,18.312,0.207,0.035,3025.500,555.500,2217.000,943.000,
896.565,2392,27.599,0.534,17.577,0.443,0.016,2477.500,1474.000,2475.500,1474.500,2.062,
101,5.690,0.769,18.084,0.350,0.122,3110.000,674.000,2430.000,962.000,738.474,624,
14.101,0.759,18.917,0.500,0.034,3820.500,1265.500,1732.000,169.000,2358.844,335,10.329,
0.750,24.899,0.500,0.387,4019.000,1387.000,1821.000,283.000,2459.679,129,6.425,0.968,
26.143,0.700,0.978,1224.476,1893.256,4467,37.710,0.000,19.761,0.000,0.033,1979.000,
509.000,1984.000,514.000,7.071,10009,56.447,0.001,11.572,0.350,0.040,3025.000,1697.000,
2128.000,597.000,1419.369,339,10.396,0.798,13.424,0.500,0.013,1627.050,1636.566,2037,
25.466,0.000,11.063,0.000,0.036,1696.123,1592.658,4271,36.873,0.000,23.927,0.000,
0.022,1611.052,1521.107,5065,40.155,0.000,26.265,0.000,0.023,1715.736,1652.593,1548,
22.202,0.000,17.393,0.000,0.067,1803.076,1572.726,4315,37.063,0.000,27.476,0.000,
0.020,1812.739,1647.602,4345,37.191,0.000,26.491,0.000,0.033,1840.453,1760.975,13513,
65.586,0.000,30.000,0.000,0.000,1998.884,1731.277,21868,83.433,0.000,30.000,0.000,
0.000,2176.780,1816.385,28639,95.480,0.000,30.000,0.000,0.000,1540.636,1478.598,4496,
37.831,0.000,27.895,0.000,0.024,1480.655,1434.220,2808,29.899,0.000,26.879,0.000,
0.061,1464.654,1370.857,4282,36.921,0.000,28.544,0.000,0.011,1402.056,1322.335,3395,
32.877,0.000,27.768,0.000,0.002,1395.054,1264.545,2090,25.798,0.000,29.227,0.000,
0.002,1460.572,1240.706,6089,44.027,0.000,29.531,0.000,0.000,1337.346,1213.283,4331,
37.134,0.000,29.523,0.000,0.009,1306.190,1269.783,3034,31.080,0.000,28.038,0.000,
