province;red;green;blue;
5695;155;235;180;Reserved - Steppe
5696;27;237;230;Reserved - Steppe
5697;155;239;30;Reserved - Steppe
5698;27;241;80;Reserved - Ukraine East
5699;155;243;130;Reserved - Belarus
5700;28;245;180;Reserved - Dneiper
5701;156;247;230;Reserved - Kuban
5702;28;249;30;Reserved - Kuban
5703;156;251;80;Reserved - Russia
5704;28;253;130;Reserved - Russia
5705;156;255;180;Reserved - Russia
5706;28;1;230;Reserved - Russia
5707;157;3;30;Reserved - Russia
5708;29;5;80;Reserved - Russia
5709;157;7;130;Reserved - Russia
5710;29;9;180;Reserved - Russia
5711;157;11;230;Reserved - Russia
5712;29;13;30;Reserved - Pontic Steppe
5713;157;15;80;Reserved - Pontic Steppe
5714;30;17;130;Reserved - Pontic Steppe
5715;158;19;180;Reserved - Pontic Steppe
5716;30;21;230;Reserved - Pontic Steppe
5717;158;23;30;Reserved - Pontic Steppe
5718;30;25;80;Reserved - Siberia
5719;158;27;130;Reserved - Pontic Steppe
5720;30;29;180;Reserved - Pontic Steppe
5721;159;31;230;Reserved - Siberia
5722;31;33;30;Reserved - Pontic Steppe
5723;159;35;80;Reserved - Ukraine South
5724;31;37;130;Reserved - Crimea
5725;159;39;180;Reserved - Moldova
5726;31;41;230;Reserved - Moldova
5727;159;43;30;Reserved - Moldova
5728;32;45;80;Reserved - Hungary
5729;160;47;130;Reserved - Hungary
5730;32;49;180;Reserved - Hungary
5731;160;51;230;Reserved - Hungary
5732;32;53;30;Reserved - Hungary
5733;160;55;80;Reserved - Hungary
5734;32;57;130;Reserved - Hungary
5735;161;59;180;Reserved - Hungary
5736;33;61;230;Reserved - Hungary
5737;161;63;30;Reserved - Hungary
5738;33;65;80;Reserved - Hungary
5739;161;67;130;Reserved - Bosnia
5740;33;69;180;Reserved - Hungary
5741;161;71;230;Reserved - Ukraine West
5742;34;73;30;Reserved - Ukraine West
5743;162;75;80;Reserved - Poland
5744;34;77;130;Reserved - Slovakia
5745;162;79;180;Reserved - Slovakia
5746;34;81;230;Reserved - Carparthia Waste
5747;162;83;30;Reserved - Carparthia Waste
5748;34;85;80;Reserved - Danube Waste
5749;163;87;130;Reserved - Danube Waste
5750;35;89;180;Reserved - Danube Waste
5751;163;91;230;Reserved - Slovenia
5752;35;93;30;Reserved - Croatia
5753;163;95;80;Reserved - Croatia
5754;35;97;130;Reserved - Croatia
5755;163;99;180;Reserved - Croatia
5756;36;101;230;Reserved - Mari El
5757;164;103;30;Reserved - Slovenia Waste
5758;36;105;80;Reserved - Italy
5759;164;107;130;Reserved - Ukraine
5760;36;109;180;Reserved - Ukraine
5761;164;111;230;Reserved - Dnipro Waste
5762;36;113;30;Reserved - Dnipro Waste
5763;165;115;80;Reserved - Ukraine
5764;37;117;130;Reserved - Vyatka Land
5765;165;119;180;Reserved - Moldova
5766;37;121;230;Reserved - Ukraine
5767;165;123;30;Reserved - Lithuania
5768;37;125;80;Reserved - Lithuania
5769;165;127;130;Reserved - Lithuania
5770;38;129;180;Reserved - Lithuania
5771;166;131;230;Reserved - Baltics
5772;38;133;30;Reserved - Baltics
5773;166;135;80;Reserved - Baltics
5774;38;137;130;Reserved - Baltics
5775;168;139;180;Reserved - Austria
5776;38;141;230;Reserved - Scandinavia
5777;167;143;30;Reserved - Scandinavia
5778;39;145;80;Reserved - Scandinavia
5779;167;147;130;Reserved - Scandinavia
5780;39;149;180;Reserved - Scandinavia
5781;167;151;230;Reserved - Scandinavia
5782;39;153;30;Reserved - Scandinavia
5783;167;155;80;Reserved - Scandinavia
5784;40;157;130;Reserved - Austria
5785;168;159;180;Reserved - Scandinavia
5786;40;161;230;Reserved - Scandinavia
5787;166;163;30;Reserved - Scandinavia
5788;21;165;80;Reserved - Scandinavia
5789;41;167;130;Reserved - Italy
5790;61;169;180;Reserved - Italy
5791;81;171;230;Reserved - Mena
5792;101;173;30;Reserved - Mena
5793;121;175;80;Reserved - Mena
5794;141;177;130;Reserved - Mena
5795;161;179;180;Reserved - Mena
5796;40;181;230;Reserved - Mena
5797;168;183;30;Reserved - Mena
5798;40;185;80;Reserved - Italy
5799;169;187;130;Reserved - Spain
5800;41;189;180;Reserved - Italy
5801;169;191;230;Reserved - Italy
5802;41;193;30;Reserved - Italy
5803;169;195;80;Reserved - Iraq
5804;41;197;130;Reserved - Romania
5805;169;199;180;Reserved - Romania
5806;42;201;230;Reserved - Romania
5807;170;203;30;Reserved - Romania
5808;42;205;80;Reserved - Ukraine
5809;170;207;130;Reserved - Ukraine
5810;42;209;180;Reserved - Ukraine
5811;170;211;230;Reserved - Ukraine
5812;42;213;30;Reserved - Ukraine
5813;171;215;80;Reserved - Ukraine
5814;43;217;130;Reserved - Ukraine
5815;171;219;180;Reserved - Bulgaria
5816;43;221;230;Reserved - Bulgaria
5817;171;223;30;Reserved - Bulgaria
5818;43;225;80;Reserved - Bulgaria
5819;171;227;130;Reserved - Moldovia
5820;44;229;180;Reserved - Romania
5821;172;231;230;Reserved - Novogrod
5822;44;233;30;Reserved - Iraq
5823;172;235;80;Reserved - Iraq
5824;44;237;130;Reserved - Arabia
5825;172;239;180;Reserved - Egypt
5826;44;241;230;Reserved - Egypt
5827;173;243;30;Reserved - Sichuan
5828;45;245;80;Reserved - Sichuan
5829;173;247;130;Reserved - Yunnan
5830;45;249;180;Reserved - America
5831;173;251;230;Reserved - Guangxi
5832;45;253;30;Reserved - Yunnan
5833;173;255;80;Reserved - Dalmatia
5834;46;1;130;Reserved - Ukraine
5835;174;3;180;Reserved - Moldovia
5836;46;5;230;Reserved - Ukraine
5837;174;7;30;Reserved - Russia
5838;46;9;80;Reserved - Russia
5839;174;11;130;Reserved - Russia
5840;46;13;180;Reserved - Russia
5841;175;15;230;Reserved - Russia
5842;47;17;30;Reserved - Russia
5843;175;19;80;Reserved - Russia
5844;47;21;130;Reserved - Siberia
5845;175;23;180;Reserved - Siberia
5846;47;25;230;Reserved - Siberia
5847;175;27;30;Reserved - Kazakhstan
5848;48;29;80;Reserved - Kazakhstan
5849;176;31;130;Reserved - Kazakhstan
5850;48;33;180;Reserved - Sahara
5851;78;240;230;Reserved - Mediterranean Sea Tile
5852;48;37;30;Reserved - Afghanistan
5853;176;39;80;Reserved - Crete
5854;48;41;130;Reserved - Cyprus
5855;177;43;180;Reserved - Iran
5856;49;45;230;Reserved - Afghanistan
5857;177;47;30;Reserved - Afghanistan
5858;49;49;80;Reserved - Waste
5859;177;51;130;Reserved - Waste
5860;49;53;180;Reserved - Afghanistan
5861;177;55;230;Reserved - Afghanistan
5862;50;57;30;Reserved - Afghanistan round 2
5863;178;59;80;Reserved - Afghanistan round 2
5864;50;61;130;Reserved - Afghanistan round 2
5865;178;63;180;Reserved - Afghanistan round 2
5866;50;65;230;Reserved - Afghanistan round 2
5867;178;67;30;Reserved - Afghanistan round 2
5868;50;69;80;Reserved - Afghanistan round 2
5869;179;71;130;Reserved - Afghanistan round 2
5870;51;73;180;Reserved - Afghanistan round 2
5871;179;75;230;Reserved - Afghanistan round 2
5872;51;77;30;Reserved - Afghanistan round 2
5873;179;79;80;Reserved - Afghanistan round 2
5874;51;81;130;Reserved - Afghanistan Waste
5875;179;83;180;Reserved - Afghanistan Waste
5876;52;85;230;Reserved - Afghanistan Waste
5877;180;87;30;Reserved - Afghanistan Waste
5878;52;89;80;Reserved - Afghanistan Waste
5879;180;91;130;Reserved - Afghanistan Waste
5880;52;93;180;Reserved - Afghanistan Waste
5881;180;95;230;Reserved - Afghanistan Waste
5882;52;97;30;Reserved - Afghanistan Waste
5883;181;99;80;Reserved - Afghanistan Waste
5884;53;101;130;Reserved - Afghanistan Waste
5885;181;103;180;Reserved - Afghanistan Waste
5886;53;105;230;Reserved - Afghanistan Waste
5887;181;107;30;Reserved - Afghanistan Waste
5888;53;109;80;Reserved - Afghanistan Waste
5889;181;111;130;Reserved - Afghanistan Waste
5890;54;113;180;Reserved - Afghanistan Waste
5891;182;115;230;Reserved - Afghanistan Waste
5892;54;117;30;Reserved - Afghanistan Waste
5893;182;119;80;Reserved - Afghanistan Waste
5894;54;121;130;Reserved - Afghanistan Waste
5895;182;123;180;Reserved - Afghanistan Waste
5896;54;125;230;Reserved - Afghanistan Waste
5897;183;127;30;Reserved - Afghanistan Waste
5898;55;129;80;Reserved - Afghanistan Waste
5899;183;131;130;Reserved - Afghanistan Waste
5900;55;133;180;Reserved - Afghanistan Waste
5901;183;135;230;Reserved - Afghanistan Waste
5902;55;137;30;Reserved - Afghanistan Waste
5903;183;139;80;Reserved - Afghanistan Waste
5904;56;141;130;Reserved - Afghanistan Waste
5905;184;143;180;Reserved - Afghanistan Waste
5906;56;145;230;Reserved - Afghanistan Waste
5907;184;147;30;Reserved - Afghanistan Waste
5908;56;149;80;Reserved - Afghanistan Waste
5909;184;151;130;Reserved - Afghanistan Waste
5910;56;153;180;Reserved - Afghanistan Waste
5911;185;155;230;Reserved - Afghanistan Waste
5912;57;157;30;Reserved - Afghanistan Waste
5913;185;159;80;Reserved - Velsk - Russia
5914;57;161;130;Reserved - Ustyug - Russia
5915;185;163;180;Reserved - Verkhnyaya Toyma - Russia
5916;57;165;230;Reserved - Koynas - Russia
5917;185;167;30;Reserved - Russia Waste
5918;58;169;80;Reserved - Russia Waste
5919;186;171;130;Reserved - Russia Waste
5920;58;173;180;Reserved - Russia Waste
5921;186;175;230;Reserved - Russia Waste
5922;58;177;30;Reserved - Russia Waste
5923;186;179;80;Reserved - Russia Waste
5924;58;181;130;Reserved - Russia Waste
5925;187;183;180;Reserved - Russia Waste
5926;59;185;230;Reserved - Russia Waste
5927;187;187;30;Reserved - Russia Waste
5928;59;189;80;Reserved - Russia Waste
5929;187;191;130;Reserved - Russia Waste
5930;59;193;180;Reserved - Russia Waste
5931;187;195;230;Reserved - Russia Waste
5932;60;197;30;Reserved - Russia Waste
5933;188;199;80;Reserved - Russia Waste
5934;60;201;130;Reserved - Russia Waste
5935;188;203;180;Reserved - Afghanistan Round 2
5936;60;205;230;Reserved - Afghanistan Waste
5937;188;207;30;Reserved - Afghanistan Waste
5938;60;209;80;Reserved - Afghanistan Waste
5939;189;211;130;Reserved - Afghanistan Waste
5940;61;213;180;Reserved - Afghanistan Waste
5941;189;215;230;Reserved - Afghanistan Round 2
5942;61;217;30;Reserved - Afghanistan Waste
5943;189;219;80;Reserved - Afghanistan Waste
5944;61;221;130;Reserved - Afghanistan Waste
5945;189;223;180;Reserved - Afghanistan Round 2
5946;62;225;230;Reserved - Afghanistan Waste
5947;190;227;30;Reserved - Afghanistan Waste
5948;62;229;80;Reserved - Afghanistan Round 2
5949;190;231;130;Reserved - Pakistan
5950;62;233;180;Reserved - Pakistan
5951;190;235;230;Reserved - Pakistan
5952;62;237;30;Reserved - Pakistan
5953;191;239;80;Reserved - Pakistan
5954;63;241;130;Reserved - Pakistan
5955;191;243;180;Reserved - Pakistan
5956;63;245;230;Reserved - Pakistan
5957;191;247;30;Reserved - Pakistan
5958;63;249;80;Reserved - Pakistan
5959;191;251;130;Reserved - Himalayas
5960;64;253;180;Reserved - Himalayas
5961;192;255;230;Reserved - Himalayas
5962;64;1;30;Reserved - Himalayas
5963;192;3;80;Reserved - Himalayas
5964;64;5;130;Reserved - Himalayas
5965;192;7;180;Reserved - Pakistan
5966;64;9;230;Reserved - Pakistan
5967;193;11;30;Reserved - Pakistan
5968;65;13;80;Reserved - Pakistan
5969;193;15;130;Reserved - Pakistan
5970;65;17;180;Reserved - Pakistan
5971;193;19;230;Reserved - Pakistan Waste
5972;65;21;30;Reserved - Pakistan Waste
5973;193;23;80;Reserved - Pakistan Waste
5974;66;25;130;Reserved - Pakistan Waste
5975;194;27;180;Reserved - Pakistan Waste
5976;66;29;230;Reserved - Pakistan Waste
5977;194;31;30;Reserved - Pakistan Waste
5978;66;33;80;Reserved - Pakistan Waste
5979;194;35;130;Reserved - Pakistan Waste
5980;66;37;180;Reserved - Pakistan Waste
5981;195;39;230;Reserved - Pakistan Waste
5982;67;41;30;Reserved - Pakistan Waste
5983;195;43;80;Reserved - Pakistan
5984;67;45;130;Reserved - Pakistan
5985;195;47;180;Reserved - Pakistan
5986;67;49;230;Reserved - Himalayas
5987;195;51;30;Reserved - Pakistan
5988;68;53;80;Reserved - Rajasthan
5989;196;55;130;Reserved - Rajasthan
5990;68;57;180;Reserved - Rajasthan
5991;196;59;230;Reserved - Rajasthan
5992;68;61;30;Reserved - Rajasthan
5993;196;63;80;Reserved - Rajasthan
5994;68;65;130;Reserved - Rajasthan
5995;197;67;180;Reserved - Rajasthan
5996;69;69;230;Reserved - Rajasthan
5997;197;71;30;Reserved - Rajasthan
5998;69;73;80;Reserved - Rajasthan
5999;197;75;130;Reserved - Rajasthan
6000;69;77;180;Reserved - Rajasthan
6001;175;26;146;Reserved - Rajasthan
6002;178;76;171;Reserved - Rajasthan
6003;91;116;173;Reserved - Rajasthan Waste
6004;98;175;56;Reserved - Rajasthan Waste
6005;173;133;46;Reserved - Rajasthan Waste
6006;127;255;197;Reserved - India Splits
6007;255;188;218;Reserved - India Splits
6008;149;255;147;Reserved - India Splits
6009;140;255;102;Reserved - India Splits
6010;153;181;255;Reserved - India Splits
6011;255;219;102;Reserved - India Splits
6012;89;255;150;Reserved - India Splits
6013;52;124;95;Reserved - India Splits
6014;255;144;96;Reserved - India Splits
6015;117;140;255;Reserved - India Splits
6016;255;224;188;Reserved - India Splits
6017;97;89;255;Reserved - India Splits
6018;99;124;105;Reserved - India Splits
6019;255;40;237;Reserved - India Splits
6020;98;121;224;Reserved - India Splits
6021;165;255;127;Reserved - India Splits
6022;124;116;49;Reserved - India Splits
6023;99;38;124;Reserved - India Splits
6024;124;43;42;Reserved - India Splits
6025;67;124;66;Reserved - India Splits
6026;87;66;124;Reserved - India Splits
6027;30;76;51;Reserved - India Splits
6028;14;25;73;Reserved - India Splits
6029;99;198;167;Reserved - India Splits
6030;116;81;198;Reserved - India Splits
6031;198;163;97;Reserved - India Splits
6032;105;198;47;Reserved - India Splits
6033;93;68;206;Reserved - India Splits
6034;206;56;53;Reserved - India Splits
6035;130;206;173;Reserved - India Splits
6036;145;206;95;Reserved - India Splits
6037;206;153;47;Reserved - India Splits
6038;64;206;197;Reserved - India Splits
6039;122;40;64;Reserved - India Splits
6040;71;119;98;Reserved - India Splits
6041;176;191;174;Reserved - India Splits
6042;56;66;127;Reserved - India Splits
6043;124;34;127;Reserved - India Splits
6044;214;127;255;Reserved - India Splits
6045;114;135;255;Reserved - India Splits
6046;147;255;185;Reserved - India Splits
6047;109;109;255;Reserved - India Splits
6048;76;106;255;Reserved - India Splits
6049;255;53;100;Reserved - India Splits
6050;121;117;255;Reserved - India Splits
6051;255;114;219;Reserved - India Splits
6052;130;101;247;Reserved - India Splits
6053;114;49;206;Reserved - India Wastes
6054;206;72;128;Reserved - India Wastes
6055;111;51;206;Reserved - India Wastes
6056;206;152;121;Reserved - India Wastes
6057;99;206;138;Reserved - India Wastes
6058;104;28;40;Reserved - India Wastes
6059;61;104;62;Reserved - India Wastes
6060;99;69;104;Reserved - India Wastes
6061;102;47;26;Reserved - India Wastes
6062;61;35;102;Reserved - India Wastes
6063;105;114;114;Reserved - Nepal
6064;185;255;145;Reserved - Nepal
6065;44;37;124;Reserved - Nepal
6066;63;124;62;Reserved - Nepal
6067;77;72;124;Reserved - Nepal
6068;124;85;73;Reserved - Nepal
6069;110;124;36;Reserved - Nepal
6070;121;101;124;Reserved - Nepal
6071;124;42;41;Reserved - Nepal
6072;124;117;103;Reserved - Nepal
6073;177;211;169;Reserved - Phillipines
6074;211;178;57;Reserved - Nepal
6075;209;10;73;Reserved - Nepal
6076;87;124;52;Reserved - Nepal
6077;171;122;255;Reserved - Nepal
6078;120;63;124;Reserved - Nepal
6079;51;124;75;Reserved - Nepal
6080;124;110;31;Reserved - Nepal
6081;161;127;255;Reserved - Nepal
6082;255;94;158;Reserved - Assam
6083;255;183;112;Reserved - Assam
6084;109;201;255;Reserved - Assam
6085;233;92;160;Reserved - Assam
6086;160;174;232;Reserved - Assam
6087;232;210;146;Reserved - Assam
6088;97;25;232;Reserved - Assam
6089;151;232;90;Reserved - Assam
6090;10;27;232;Reserved - Assam
6091;229;66;29;Reserved - Assam
6092;201;222;255;Reserved - Assam
6093;147;60;62;Reserved - Assam
6094;63;147;67;Reserved - Assam
6095;232;92;160;Reserved - Assam
6096;130;142;229;Reserved - Assam
6097;255;56;132;Reserved - Assam
6098;49;96;65;Reserved - China
6099;173;78;90;Reserved - Assam
6100;116;173;100;Reserved - Burma
6101;129;64;173;Reserved - Burma
6102;170;39;41;Reserved - Bhutan
6103;172;117;255;Reserved - Burma
6104;255;83;73;Reserved - Burma
6105;255;245;56;Reserved - Burma
6106;116;91;255;Reserved - Burma
6107;255;137;79;Reserved - Burma
6108;255;218;109;Reserved - China
6109;179;255;170;Reserved - Burma
6110;132;66;255;Reserved - Burma
6111;255;206;221;Reserved - Burma
6112;102;255;104;Reserved - Burma
6113;255;238;91;Reserved - Burma
6114;237;215;54;Reserved - Burma
6115;112;43;124;Reserved - Burma
6116;41;124;29;Reserved - Burma
6117;142;104;255;Reserved - Burma
6118;127;146;255;Reserved - Burma
6119;63;73;127;Reserved - Burma
6120;42;124;76;Reserved - Burma
6121;124;100;46;Reserved - Burma
6122;255;175;63;Reserved - Burma
6123;109;255;245;Reserved - Burma
6124;84;56;194;Reserved - China
6125;136;112;193;Reserved - Burma
6126;193;172;79;Reserved - Thailand
6127;244;10;159;Reserved - Thailand
6128;99;101;242;Reserved - Thailand
6129;30;19;239;Reserved - Thailand
6130;161;239;143;Reserved - Thailand
6131;82;41;206;Reserved - Thailand
6132;53;88;124;Reserved - Thailand
6133;80;122;55;Reserved - Thailand
6134;70;78;153;Reserved - Laos
6135;153;67;73;Reserved - Laos
6136;43;53;153;Reserved - Laos
6137;175;63;151;Reserved - Cambodia
6138;131;78;153;Reserved - Cambodia
6139;45;153;41;Reserved - Cambodia
6140;70;82;153;Reserved - Cambodia
6141;191;139;211;Reserved - Cambodia
6142;211;103;97;Reserved - Cham
6143;209;76;211;Reserved - Cham
6144;156;211;171;Reserved - Cham
6145;104;168;72;Reserved - Vietnam
6146;126;55;168;Reserved - Vietnam
6147;53;86;165;Reserved - Yunnan
6148;36;22;163;Reserved - Yunnan
6149;88;130;163;Reserved - Yunnan
6150;53;42;142;Reserved - Yunnan
6151;48;124;22;Reserved - Yunnan
6152;124;76;48;Reserved - Yunnan
6153;178;165;48;Reserved - Yunnan
6154;178;42;160;Reserved - Yunnan
6155;82;175;42;Reserved - Yunnan
6156;175;84;107;Reserved - Tibet
6157;91;89;175;Reserved - Tibet
6158;167;175;102;Reserved - Malaysia
6159;94;59;175;Reserved - Malaysia
6160;93;175;70;Reserved - Malaysia
6161;99;82;175;Reserved - Sumatra
6162;175;42;158;Reserved - Sumatra
6163;178;151;170;Reserved - Sumatra
6164;36;33;124;Reserved - Sumatra
6165;124;39;102;Reserved - Sumatra
6166;80;66;124;Reserved - Sumatra
6167;124;42;64;Reserved - Sumatra
6168;69;124;97;Reserved - Java
6169;124;39;48;Reserved - Java
6170;66;70;124;Reserved - Java
6171;186;26;180;Reserved - Java
6172;87;186;184;Reserved - Java
6173;153;45;183;Reserved - Java
6174;78;62;183;Reserved - Java
6175;130;46;155;Reserved - Burma Wastes
6176;155;86;37;Reserved - Burma Wastes
6177;155;55;90;Reserved - Burma Wastes
6178;121;124;94;Reserved - Burma Wastes
6179;153;42;59;Reserved - Burma Wastes
6180;113;45;153;Reserved - Burma Wastes
6181;153;41;35;Reserved - Burma Wastes
6182;107;229;209;Reserved - Burma Wastes
6183;137;63;255;Reserved - Burma Wastes
6184;255;99;38;Reserved - Burma Wastes
6185;246;255;86;Reserved - Burma Wastes
6186;255;10;238;Reserved - Burma Wastes
6187;255;114;166;Reserved - Burma Wastes
6188;234;255;150;Reserved - Burma Wastes
6189;255;163;253;Reserved - Burma Wastes
6190;255;58;78;Reserved - Burma Wastes
6191;255;84;135;Reserved - Burma Wastes
6192;170;255;221;Reserved - Burma Wastes
6193;209;52;177;Reserved - Burma Wastes
6194;207;255;66;Reserved - Burma Wastes
6195;54;124;28;Reserved - Burma Wastes
6196;122;6;11;Reserved - Burma Wastes
6197;122;13;86;Reserved - Burma Wastes
6198;122;59;20;Reserved - Burma Wastes
6199;29;122;34;Reserved - Burma Wastes
6200;170;255;221;Reserved - Burma Wastes
6201;198;86;226;Reserved - Burma Wastes
6202;215;223;226;Reserved - Burma Wastes
6203;136;226;143;Reserved - Burma Wastes
6204;183;255;153;Reserved - Burma Wastes
6205;255;167;53;Reserved - Burma Wastes
6206;178;255;200;Reserved - Burma Wastes
6207;171;90;221;Reserved - Burma Wastes
6208;210;221;90;Reserved - Burma Wastes
6209;129;192;219;Reserved - Burma Wastes
6210;255;178;215;Reserved - Burma Wastes
6211;255;119;255;Reserved - Burma Wastes
6212;119;186;120;Reserved - Burma Wastes
6213;176;78;178;Reserved - Burma Wastes
6214;181;99;33;Reserved - Burma Wastes
6215;188;155;135;Reserved - Burma Wastes
6216;123;57;178;Reserved - Burma Wastes
6217;100;153;175;Reserved - Burma Wastes
6218;151;175;137;Reserved - Burma Wastes
6219;87;127;175;Reserved - Burma Wastes
6220;103;70;175;Reserved - Burma Wastes
6221;155;175;131;Reserved - Burma Wastes
6222;175;93;120;Reserved - Burma Wastes
6223;111;124;67;Reserved - Burma Wastes
6224;101;59;186;Reserved - Burma Wastes
6225;139;137;255;Reserved - Burma Wastes
6226;131;89;204;Reserved - Burma Wastes
6227;214;53;107;Reserved - Burma Wastes
6228;211;112;211;Reserved - Burma Wastes
6229;211;132;35;Reserved - Burma Wastes
6230;226;127;173;Reserved - Burma Wastes
6231;255;221;193;Reserved - Burma Wastes
6232;150;209;179;Reserved - Burma Wastes
6233;42;53;153;Reserved - Laos
6234;193;104;149;Reserved - Thailand
6235;124;33;64;Reserved - Vietnam
6236;204;71;148;Reserved - Burma Wastes
6237;162;109;255;Reserved - Burma Wastes
6238;252;255;165;Reserved - Burma Wastes
6239;255;172;158;Reserved - Burma Wastes
6240;210;198;255;Reserved - Burma Wastes
6241;98;36;124;Reserved - Burma Wastes
6242;76;106;124;Reserved - Burma Wastes
6243;62;124;72;Reserved - Burma Wastes
6244;124;69;49;Reserved - Burma Wastes
6245;170;170;145;Reserved - Burma Wastes
6246;143;52;170;Reserved - Burma Wastes
6247;91;88;170;Reserved - Burma Wastes
6248;82;139;170;Reserved - Burma Wastes
6249;122;168;116;Reserved - Burma Wastes
6250;114;234;166;Reserved - Burma Wastes
6251;182;234;150;Reserved - Burma Wastes
6252;150;133;234;Reserved - Burma Wastes
6253;229;234;124;Reserved - Burma Wastes
6254;153;38;89;Reserved - Burma Wastes
6255;84;70;153;Reserved - Burma Wastes
6256;106;153;59;Reserved - Burma Wastes
6257;153;73;135;Reserved - Burma Wastes
6258;87;153;82;Reserved - Burma Wastes
6259;153;120;74;Reserved - Burma Wastes
6260;153;137;36;Reserved - Burma Wastes
6261;153;108;121;Reserved - Burma Wastes
